x,y,url,flag
32.2988471985,71.151550293,https://thumbnail.image.rakuten.co.jp/@0_mall/echoicestyle/cabinet/03943537/03945357/img65661625.jpg,adult
17.5475654602,52.2865409851,https://thumbnail.image.rakuten.co.jp/@0_mall/coscommu/cabinet/free/z00613.jpg,adult
48.5877075195,52.5019264221,https://thumbnail.image.rakuten.co.jp/@0_mall/auc-kyoei/cabinet/rr/7004x-1.jpg,adult
1.38641607761,52.5788803101,https://thumbnail.image.rakuten.co.jp/@0_mall/acomes/cabinet/items2/45129.jpg,adult
53.8935050964,25.2604789734,https://thumbnail.image.rakuten.co.jp/@0_mall/jd-azzneo/cabinet/05311126/05311137/fo5146-a.jpg,adult
57.1883277893,23.9398498535,https://thumbnail.image.rakuten.co.jp/@0_mall/carnival21/cabinet/i/0/127.jpg,adult
23.1264514923,51.3855819702,https://thumbnail.image.rakuten.co.jp/@0_mall/lingerie-m/cabinet/a5/b269.jpg,adult
33.3114051819,42.7905921936,https://thumbnail.image.rakuten.co.jp/@0_mall/fermart/cabinet/uwimg27/uw-324cf9b2.jpg,adult
-8.7844619751,54.2036170959,https://thumbnail.image.rakuten.co.jp/@0_mall/theater/cabinet/100/306369/ya1002416597.jpg,adult
-24.1992263794,48.9934120178,https://thumbnail.image.rakuten.co.jp/@0_mall/yotsuba/cabinet/04604668/imgrc0062488725.jpg,adult
48.9565544128,60.6986122131,https://thumbnail.image.rakuten.co.jp/@0_mall/fermart/cabinet/dp3img349/dp3-5351510-163173.jpg,adult
62.693977356,40.2045860291,https://thumbnail.image.rakuten.co.jp/@0_mall/carnival21/cabinet/i/1/421.jpg,adult
20.6842899323,51.8266830444,https://thumbnail.image.rakuten.co.jp/@0_mall/fermart/cabinet/uwimg33/uw-628b46dc.jpg,adult
39.9418411255,43.1054191589,https://thumbnail.image.rakuten.co.jp/@0_mall/pt-trading/cabinet/hankypanky/bras-tops/original-bras/h-487031-c2_01.jpg,adult
-0.235097512603,22.4101333618,https://thumbnail.image.rakuten.co.jp/@0_mall/sumitaya/cabinet/party/img61693440.jpg,adult
2.99900221825,63.9280014038,https://thumbnail.image.rakuten.co.jp/@0_mall/auc-amecos/cabinet/costume01/rc0191.jpg,adult
57.7478713989,49.2556037903,https://thumbnail.image.rakuten.co.jp/@0_mall/fermart/cabinet/hb2img377/hb2-inda-wx477.jpg,adult
31.5638141632,42.1430664062,https://thumbnail.image.rakuten.co.jp/@0_mall/fermart/cabinet/uwimg30/uw-b588df9f.jpg,adult
-10.783454895,59.588142395,https://thumbnail.image.rakuten.co.jp/@0_mall/acomes/cabinet/item5/48522.jpg,adult
-3.66291236877,48.4753952026,https://thumbnail.image.rakuten.co.jp/@0_mall/tirakita/cabinet/53/id-pnjbdrs-533.jpg,adult
62.6206512451,36.6721343994,https://thumbnail.image.rakuten.co.jp/@0_mall/temtem/cabinet/mb170603/mb13467-1-01.jpg,adult
55.9292602539,38.5404434204,https://thumbnail.image.rakuten.co.jp/@0_mall/angel-y/cabinet/s-bikini/img55710421.jpg,adult
42.3688430786,44.3930625916,https://thumbnail.image.rakuten.co.jp/@0_mall/fermart/cabinet/od2img144/od2-brj001q-bk.jpg,adult
45.7430114746,60.3193588257,https://thumbnail.image.rakuten.co.jp/@0_mall/march31/cabinet/1705/mz-9013558-9.jpg,adult
18.9523715973,18.3300876617,https://thumbnail.image.rakuten.co.jp/@0_mall/locondo/cabinet/commodity/403/oc1849ew00077_1.jpg,adult
55.1744270325,41.8909606934,https://thumbnail.image.rakuten.co.jp/@0_mall/mia-amica/cabinet/cosabella/02cb-0371b_01.jpg,adult
28.6490688324,18.4017906189,https://thumbnail.image.rakuten.co.jp/@0_mall/twindimple/cabinet/04001861/05097293/imgrc0092969885.jpg,adult
30.2154121399,33.7471160889,https://thumbnail.image.rakuten.co.jp/@0_mall/stylife/cabinet/item/707/u18707-01_1.jpg,adult
-22.0793609619,44.8384017944,https://thumbnail.image.rakuten.co.jp/@0_mall/auc-allcam/cabinet/05301891/imgrc0094195676.jpg,adult
16.2159919739,51.6268234253,https://thumbnail.image.rakuten.co.jp/@0_mall/happy-hunter/cabinet/201609/g016c-48877item.jpg,adult
47.2341079712,11.356341362,https://thumbnail.image.rakuten.co.jp/@0_mall/may-bu/cabinet/wa-img2/cgg540-ll.jpg,adult
-37.2879219055,-27.0336074829,https://thumbnail.image.rakuten.co.jp/@0_mall/p-select/cabinet/001/027/bp1116-s.jpg,adult
41.6073722839,41.3320541382,https://thumbnail.image.rakuten.co.jp/@0_mall/aniyeby/cabinet/00804363/05774770/imgrc0087101504.jpg,adult
32.8727264404,62.130405426,https://thumbnail.image.rakuten.co.jp/@0_mall/sexyqueen/cabinet/shohin03/imgrc0065709079.jpg,adult
